"city","state","name","email","phone","img_url","city_site_url","population"
"Chino","CA","Eunice M. Ulloa","administration@cityofchino.org","909-591-9804","https://secure.usmayors.org/mayorphotos/Ulloa_Eunice!53241.jpg","http://www.cityofchino.org","91583"
"Santa Monica","CA","Kevin McKeown","kevin.mckeown@smgov.net","310-458-8201","https://secure.usmayors.org/mayorphotos/McKeown_Kevin!54938.jpg","http://santa-monica.org","91411"
"Santa Barbara","CA","Cathy Murillo","cmurillo@santabarbaraca.gov","805-564-5321","https://secure.usmayors.org/mayorphotos/Murillo_Cathy!53963.jpg","http://www.santabarbaraca.gov","91350"
"Indio","CA","Glenn Miller","gmiller@indio.org","760-391-4015","https://secure.usmayors.org/mayorphotos/Miller_Glenn!54914.jpg","http://www.indio.org","91240"
"Westminster","CA","Tri Ta","tta@ci.westminster.ca.us","714-548-3172","https://secure.usmayors.org/mayorphotos/Ta_Tri!1267.JPG","http://www.ci.westminster.ca.us","90938"
"Livermore","CA","John P. Marchand","mayormarchand@cityoflivermore.net","925-960-4020","https://secure.usmayors.org/mayorphotos/Marchand_John!650.JPG","http://www.ci.livermore.ca.us","90269"
"San Leandro","CA","Pauline Russo Cutter","pcutter@sanleandro.org","510-577-3355","https://secure.usmayors.org/mayorphotos/Cutter_Pauline!1045.JPG","http://www.sanleandro.org","89703"
"Citrus Heights","CA","Jeff Slowey","jslowey@citrusheights.net","916-725-2448","https://secure.usmayors.org/mayorphotos/Slowey_Jeff!54970.jpg","http://www.citrusheights.net","87910"
"Hawthorne","CA","Alex Vargas","avargas@hawthorneca.gov","310-349-2908","https://secure.usmayors.org/mayorphotos/Vargas_Alex!497.JPG","http://www.cityofhawthorne.com","86965"
"Redwood City","CA","Diane Howard","dhoward@redwoodcity.org","650-208-4774","https://secure.usmayors.org/mayorphotos/Howard_Diane!54935.jpg","http://www.redwoodcity.org","86200"
"Whittier","CA","Joe Vinatieri","jvcc@bewleylaw.com","562-693-0123","https://secure.usmayors.org/mayorphotos/Vinatieri_Joe!1278.JPG","http://www.cityofwhittier.org","86064"
"Lake Forest","CA","Neeki Moatazedi","nmoatazedi@lakeforestca.gov","949-461-3400","https://secure.usmayors.org/mayorphotos/Moatazedi_Neeki!54920.jpg","http://www.lakeforestca.gov","85623"
"Newport Beach","CA","Will O'Neill","woneill@newportbeachca.gov","949-644-3004","https://secure.usmayors.org/mayorphotos/ONeill_Will!54926.jpg","http://www.newportbeachca.gov","85326"
"Hemet","CA","Russ Brown","rbrown@cityofhemet.org","951-765-2300","https://secure.usmayors.org/mayorphotos/Brown_Russ!54911.jpg","https://www.hemetca.gov","85275"
"Alhambra","CA","Ross J. Maza","luwan@cityofalhambra.org","626-570-5010","https://secure.usmayors.org/mayorphotos/Maza_Ross!54892.jpg","http://www.cityofalhambra.org","84649"
"Chino Hills","CA","Art Bennett","abennett@chinohills.org","909-364-2620","https://secure.usmayors.org/mayorphotos/Bennett_Art!54902.jpg","http://www.chinohills.org","83447"
"Mountain View","CA","Margaret Abe-Koga","margaret.abe-koga@mountainview.gov","650-903-6304","https://secure.usmayors.org/mayorphotos/Margaret_Abe-Koga!54808.jpg","https://www.mountainview.gov","83377"
"Merced","CA","Mike Murphy","mayor@cityofmerced.org","209-385-6210","https://secure.usmayors.org/mayorphotos/Murphy_Mike!53192.jpg","http://cityofmerced.org","83316"
"Buena Park","CA","Fred Smith","fsmith@buenapark.com","714-562-3754","https://secure.usmayors.org/mayorphotos/Smith_Fred!54899.jpg","http://buenapark.com","82421"
"Pleasanton","CA","Jerry Thorne","jthorne@cityofpleasantonca.gov","925-931-5001","https://secure.usmayors.org/mayorphotos/Thorne_Jerry!932.JPG","http://www.cityofpleasantonca.gov","82372"
"Manteca","CA","Benjamin J. Cantu","bcantu@ci.manteca.ca.us","209-456-8017","https://secure.usmayors.org/mayorphotos/Cantu_Benjamin!54509.jpg","http://www.ci.manteca.ca.us","81592"
"Milpitas","CA","Rich Tran","rtran@ci.milpitas.ca.gov","408-586-3029","https://secure.usmayors.org/mayorphotos/Tran_Rich!53300.jpg","http://www.ci.milpitas.ca.gov","80430"
"Lakewood","CA","Todd Rogers","citycouncil@lakewoodcity.org","562-866-9771","https://secure.usmayors.org/mayorphotos/Rogers_Todd!54680.jpg","http://www.lakewoodcity.org","80140"
"Tustin","CA","Allan Bernstein","abernstein@tustinca.org","714-573-3012","https://secure.usmayors.org/mayorphotos/Bernstein_Allan!54942.jpg","http://www.tustinca.org","79795"
"Napa","CA","Jill Techel","mayor@cityofnapa.org","707-257-9503","https://secure.usmayors.org/mayorphotos/Techel_Jill!791.jpg","http://www.cityofnapa.org","79263"
"Perris","CA","Michael M. Vargas","mvargas@cityofperris.org","951-943-6100","https://secure.usmayors.org/mayorphotos/Vargas_Michael!53249.jpg","http://www.cityofperris.org","79133"
"Folsom","CA","Sarah Aquino","saquino@folsom.ca.us","916-798-5380","https://secure.usmayors.org/mayorphotos/Aquino_Sarah!54907.jpg","http://www.folsom.ca.us","79022"
"Alameda","CA","Marilyn Ezzy Ashcraft","mezzyashcraft@alamedaca.gov","510-747-4745","https://secure.usmayors.org/mayorphotos/Ashcraft_Ezzy!54468.jpg","http://alamedaca.gov","78338"
"Bellflower","CA","Juan Garza","jgarza@bellflower.org","562-804-1424","https://secure.usmayors.org/mayorphotos/Garza_Juan!54895.jpg","http://www.bellflower.org","77131"
"Upland","CA","Debbie Stone","debbiestoneforupland@gmail.com","909-931-4120","https://secure.usmayors.org/mayorphotos/Stone_Debbie!53252.jpg","http://www.ci.upland.ca.us","77000"
"San Ramon","CA","William 'Bill' Clarkson","bclarkson@sanramon.ca.gov","925-973-2500","https://secure.usmayors.org/mayorphotos/Clarkson_Bill!1053.JPG","http://www.ci.san-ramon.ca.us","75839"
"Baldwin Park","CA","Manuel Lozano","mlozano@baldwinpark.com","626-813-5201","https://secure.usmayors.org/mayorphotos/Lozano_Manuel!64.jpg","http://www.baldwinpark.com","75813"
"Rancho Cordova","CA","David M. Sander Ph.D","dsander@cityofranchocordova.org","916-851-8700","https://secure.usmayors.org/mayorphotos/Sander_David!54790.jpg","http://www.cityofranchocordova.org","74585"
"Union City","CA","Carol Dutra-Vernaci","ucmayor@unioncity.org","510-471-3232","https://secure.usmayors.org/mayorphotos/Dutra-Vernaci_Carol!1187.jpg","http://www.unioncity.org","74559"
"Apple Valley","CA","Scott Nassif","snassif@applevalley.org","760-240-7000","https://secure.usmayors.org/mayorphotos/Nassif_Scott!54968.jpg","http://www.applevalley.org","73508"
"Turlock","CA","Amy Bublak","abublak@turlock.ca.us","209-668-5540","https://secure.usmayors.org/mayorphotos/Bublak_Amy!54482.jpg","http://www.cityofturlock.org","73504"
"Pittsburg","CA","Jelani Killings","citycouncil@ci.pittsburg.ca.us","925-252-4850","https://secure.usmayors.org/mayorphotos/Killings_Jelani!54980.jpg","http://www.ci.pittsburg.ca.us","72437"
"Redlands","CA","Paul W. Foster","pfoster@cityofredlands.org","909-798-7533","https://secure.usmayors.org/mayorphotos/Foster_Paul!972.JPG","http://www.cityofredlands.org","71586"
"Lynwood","CA","Aide Castro","acastro@lynwood.ca.us","310-603-0220","https://secure.usmayors.org/mayorphotos/Castro_Aide!54923.jpg","http://www.lynwood.ca.us","70504"
"Walnut Creek","CA","Loella Haskew","mayor@walnut-creek.org","925-256-3504","https://secure.usmayors.org/mayorphotos/Haskew_Loella!54943.jpg","http://www.ci.walnut-creek.ca.us","69825"
"Davis","CA","Brett Lee","blee@cityofdavis.org","530-757-5602","https://secure.usmayors.org/mayorphotos/Lee_Brett!54386.jpg","http://cityofdavis.org","69289"
"Camarillo","CA","Tony Trembley","council@cityofcamarillo.org","805-388-5307","https://secure.usmayors.org/mayorphotos/Trembley_Tony!54901.jpg","http://www.ci.camarillo.ca.us","69127"
"Lake Elsinore","CA","Brian Tisdale","btisdale@lake-elsinore.org","951-674-3124","https://secure.usmayors.org/mayorphotos/Tisdale_Brian!54919.jpg","http://www.lake-elsinore.org","68183"
"Yorba Linda","CA","Beth Haney","bhaney@yorbalindaca.gov","714-961-7110","https://secure.usmayors.org/mayorphotos/Haney_Beth!54945.jpg","https://www.yorbalindaca.gov","67787"
"South San Francisco","CA","Richard Garbarino","rich.garbarino@ssf.net","650-829-6601","https://secure.usmayors.org/mayorphotos/Garbarino_Richard!54940.jpg","http://ssf.net","67733"
"Redondo Beach","CA","Bill Brand","bill.brand@redondo.org","310-372-1171","https://secure.usmayors.org/mayorphotos/Brand_Bill!53438.jpg","http://www.redondo.org","67412"
"Rocklin","CA","Greg Janda","greg.janda@rocklin.ca.us","916-833-0787","https://secure.usmayors.org/mayorphotos/Janda_Greg!54936.jpg","http://www.rocklin.ca.gov","67221"
"Lodi","CA","Doug Kuehne","dkuehne@lodi.gov","209-333-6800","https://secure.usmayors.org/mayorphotos/Kuehne_Doug!54975.jpg","http://www.lodi.gov","66995"
"Yuba City","CA","Shon Harris","citycouncil@yubacity.net","530-822-4602","https://secure.usmayors.org/mayorphotos/Harris_Shon!54946.jpg","http://www.yubacity.net","66992"
"Palo Alto","CA","Adrian Fine","adrian.fine@cityofpaloalto.org","650-285-3694","https://secure.usmayors.org/mayorphotos/Fine_Adrian!54978.jpg","http://www.cityofpaloalto.org","66666"
"Laguna Niguel","CA","Laurie Davies","ldavies@cityoflagunaniguel.org","949-362-4315","https://secure.usmayors.org/mayorphotos/Davies_Laurie!54891.jpg","www.CityofLagunaNiguel.org","66266"
"Madera","CA","Andrew J. Medellin","asd3661@yahoo.com","559-674-3661","https://secure.usmayors.org/mayorphotos/Medellin_Andrew!53247.jpg","http://www.cityofmadera.org","65706"
"San Clemente","CA","Dan Bane","baned@san-clemente.org","949-361-8322","https://secure.usmayors.org/mayorphotos/Bane_Dan!54983.jpg","http://san-clemente.org","64857"
"Eastvale","CA","Brandon Plott","bplott@eastvaleca.gov","951-361-0900","https://secure.usmayors.org/mayorphotos/Plott_Brandon!54972.jpg","http://www.eastvalecity.org","64822"
"Santa Cruz","CA","Justin Cummings","jcummings@cityofsantacruz.com","831-420-5020","https://secure.usmayors.org/mayorphotos/Cummings_Justin!54791.jpg","http://cityofsantacruz.com","64725"
"Tulare","CA","Jose Sigala","jsigala@tulare.ca.gov","559-685-2300","https://secure.usmayors.org/mayorphotos/Sigala_Jose!54529.jpg","http://www.ci.tulare.ca.us","64475"
"Brentwood","CA","Robert Taylor","btaylor@brentwoodca.gov","925-516-5440","https://secure.usmayors.org/mayorphotos/Taylor_Robert!3498.jpg","http://www.ci.brentwood.ca.us","63800"
"Dublin","CA","David Gregory Haubert","david.haubert@dublin.ca.gov","925-833-6665","https://secure.usmayors.org/mayorphotos/Haubert_David!306.JPG","http://www.ci.dublin.ca.us","63445"
"Encinitas","CA","Catherine S. Blakespear","cblakespear@encinitasca.gov","760-633-2624","https://secure.usmayors.org/mayorphotos/Blakespear_Catherine!53193.jpg","http://ci.encinitas.ca.us","62904"
"Pico Rivera","CA","Gustavo V. Camacho","zcaltitla@pico-rivera.org","562-801-4371","https://secure.usmayors.org/mayorphotos/Camacho_Gustavo!54979.jpg","http://www.pico-rivera.org","62888"
"Montebello","CA","Salvador Melendez","kzendzhiryan@cityofmontebello.com","323-887-1367","https://secure.usmayors.org/mayorphotos/Melendez_Salvador!54924.jpg","http://www.cityofmontebello.com","62632"
"La Habra","CA","Tom Beamish","tbeamish@lahabraca.com","562-383-4000","https://secure.usmayors.org/mayorphotos/Beamish_Tom!54916.jpg","http://www.lahabracity.com","62183"
"Petaluma","CA","Teresa Barrett","teresa4petaluma@comcast.net","707-778-4360","https://secure.usmayors.org/mayorphotos/Barrett_Teresa!54516.jpg","http://www.ci.petaluma.ca.us","61917"
"National City","CA","Alejandra Sotelo-Solis","asotelosolis@nationalcityca.gov","619-336-4283","https://secure.usmayors.org/mayorphotos/Sotelo-Solis_Alejandra!54512.jpg","http://www.ci.national-city.ca.us","61431"
"Woodland","CA","Xochitl Rodriguez","xochitl.rodriguez@cityofwoodland.org","530-661-5806","https://secure.usmayors.org/mayorphotos/Rodriguez_Xochitl!54543.jpg","http://www.cityofwoodland.org","60531"
"Monterey Park","CA","Hans Liang","hliang@montereypark.ca.gov","626-307-1255","https://secure.usmayors.org/mayorphotos/Liang_Hans!54758.jpg","http://www.montereypark.ca.gov","60401"
"Cupertino","CA","Steven Scharf","sscharf@cupertino.org","408-777-3191","https://secure.usmayors.org/mayorphotos/Scharf_Steven!54555.jpg","http://www.cupertino.org","60170"
"Porterville","CA","Martha A. Flores","marthaflores@portervilleca.gov","559-782-7460","https://secure.usmayors.org/mayorphotos/Flores_Martha!54587.jpg","http://www.ci.porterville.ca.us","59988"
"Gardena","CA","Tasha Cerda","tcerda@cityofgardena.org","310-217-9507","https://secure.usmayors.org/mayorphotos/Cerda_Tasha!53417.jpg","http://www.ci.gardena.ca.us","59721"
"La Mesa","CA","Mark Arapostathis","marapostathis@ci.la-mesa.ca.us","619-667-1100","https://secure.usmayors.org/mayorphotos/Arapostathis_Mark!597.JPG","http://www.cityoflamesa.com","59556"
"Gilroy","CA","Roland Velasco","roland.velasco@cityofgilroy.org","408-710-8508","https://secure.usmayors.org/mayorphotos/Velasco_Roland!53246.jpg","http://www.ci.gilroy.ca.us","58756"
"San Rafael","CA","Gary O. Phillips","sanrafael.mayor@cityofsanrafael.org","415-485-3074","https://secure.usmayors.org/mayorphotos/Phillips_Gary!1052.JPG","http://www.cityofsanrafael.org","58704"
"Arcadia","CA","April Verlato","averlato@arcadiaca.gov","626-574-5403","https://secure.usmayors.org/mayorphotos/Verlato_April!54742.jpg","https://www.arcadiaca.gov","58610"
"Huntington Park","CA","Manuel 'Manny' Avila","mavila@hpca.gov","323-582-6161","https://secure.usmayors.org/mayorphotos/0034N00002lFzWZ.jpg","http://www.huntingtonpark.org","58173"
"Santee","CA","John W. Minto","jminto@ci.santee.ca.us","619-258-4100","https://secure.usmayors.org/mayorphotos/Minto_John!53251.jpg","http://www.ci.santee.ca.us","58115"
"Hanford","CA","John Draxler","jdraxler@cityofhanfordca.com","559-967-6630","https://secure.usmayors.org/mayorphotos/Draxler_John!54974.jpg","http://www.cityofhanfordca.com","56910"
"Diamond Bar","CA","Steve Tye","stye@diamondbarca.gov","909-839-7010","https://secure.usmayors.org/mayorphotos/Tye_Steve!54906.jpg","http://www.DiamondBarCA.gov","56275"
"Fountain Valley","CA","Cheryl Brothers","cheryl.brothers@fountainvalley.org","714-593-4403","https://secure.usmayors.org/mayorphotos/Brothers_Cheryl!54909.jpg","http://www.fountainvalley.org","55814"
"Novato","CA","Denise Athas","dathas@novato.org","415-272-3265","https://secure.usmayors.org/mayorphotos/Athas_Denise!54927.jpg","http://novato.org","55655"
"Highland","CA","Larry McCallon","information@cityofhighland.org","909-864-6861","https://secure.usmayors.org/mayorphotos/McCallon_Larry!54912.jpg","http://www.ci.highland.ca.us","55406"
"Cathedral City","CA","Gregory S. Pettis","gpettis@cathedralcity.gov","760-770-0342","https://secure.usmayors.org/mayorphotos/Pettis_Greg!54463.jpg","http://www.cathedralcity.gov","54902"
"Colton","CA","Frank J. Navarro","fnavarro@coltonca.gov","909-370-5059","https://secure.usmayors.org/mayorphotos/Navarro_Frank!54507.jpg","http://www.ci.colton.ca.us","54741"
"Rosemead","CA","Sandra Armenta","sarmenta@cityofrosemead.org","626-676-3965","https://secure.usmayors.org/mayorphotos/Armenta_Sandra!1012.JPG","http://www.cityofrosemead.org","54412"
"Paramount","CA","Peggy Lemons","peglemons@gmail.com","562-220-2029","https://secure.usmayors.org/mayorphotos/0034N00002lG13u.jpg","http://www.paramountcity.com","54387"
"Watsonville","CA","Rebecca J. Garcia","rebecca.garcia@cityofwatsonville.org","831-768-3008","https://secure.usmayors.org/mayorphotos/Garcia_Rebecca!54989.jpg","http://www.cityofwatsonville.org","53920"
"West Sacramento","CA","Christopher L. Cabaldon","christopherc@cityofwestsacramento.org","916-617-4500","https://secure.usmayors.org/mayorphotos/Cabaldon_Christopher!3214.jpg","http://www.cityofwestsacramento.org","53727"
"Yucaipa","CA","David Avila","davila@yucaipa.org","909-797-2489","https://secure.usmayors.org/mayorphotos/Avila_David!54947.jpg","http://www.yucaipa.org","53682"
"Palm Desert","CA","Gina Nestande","cityhall@cityofpalmdesert.org","760-346-0611","https://secure.usmayors.org/mayorphotos/Nestande_Gina!54977.jpg","http://www.cityofpalmdesert.org","53185"
"Delano","CA","Joe Aguirre","jaguirre@cityofdelano.org","661-721-3303","https://secure.usmayors.org/mayorphotos/Aguirre_Joe!54559.jpg","http://www.cityofdelano.org","53014"
"Glendora","CA","Michael Allawos","mallawos@cityofglendora.org","626-914-8200","https://secure.usmayors.org/mayorphotos/0034N00002lFzHy.jpg","http://www.ci.glendora.ca.us","52002"
"Aliso Viejo","CA","Mike Munzing","mmunzing@avcity.org","949-425-2510","https://secure.usmayors.org/mayorphotos/Munzing_Mike!54893.jpg","http://www.cityofalisoviejo.com","51783"
"Placentia","CA","Ward Smith","wsmith@placentia.org","714-993-8186","https://secure.usmayors.org/mayorphotos/Smith_Ward!54931.jpg","http://www.placentia.org","51671"
"Cerritos","CA","Naresh Solanki","council@cerritos.us","562-860-0311","https://secure.usmayors.org/mayorphotos/Solanki_Naresh!54697.jpg","http://www.cerritos.us","50462"
"Azusa","CA","Robert Gonzales","robertgonzales@azusaca.gov","626-812-5243","https://secure.usmayors.org/mayorphotos/0034N00002lFyhM.jpg","http://www.ci.azusa.ca.us","49958"
"Poway","CA","Steve Vaus","svaus@poway.org","858-668-4522","https://secure.usmayors.org/mayorphotos/Vaus_Steve!951.JPG","http://www.ci.poway.ca.us","49704"
"Beaumont","CA","Rey Santos","rsantos@beaumontca.gov","951-769-8520","https://secure.usmayors.org/mayorphotos/Santos_Rey!54969.jpg","http://ci.beaumont.ca.us","49241"
"Cypress","CA","Rob Johnson","rjohnson@cypressca.org","714-229-6699","https://secure.usmayors.org/mayorphotos/Johnson_Rob!54904.jpg","http://www.ci.cypress.ca.us","48958"
"San Jacinto","CA","Andrew Kotyuk","akotyuk@sanjacintoca.gov","951-537-6359","https://secure.usmayors.org/mayorphotos/Kotyuk_Andrew!54937.jpg","http://www.sanjacintoca.gov","48867"
"Ceres","CA","Chris Vierra","cvierra@ci.ceres.ca.us","209-538-5692","https://secure.usmayors.org/mayorphotos/Vierra_Chris!3222.JPG","http://www.ci.ceres.ca.us","48769"
"La Mirada","CA","John Lewis","jlewis@cityoflamirada.org","562-943-0131","https://secure.usmayors.org/mayorphotos/0034N00002iS623.jpg","http://www.cityoflamirada.org","48683"
"Palm Springs","CA","Geoff Kors","geoff.kors@palmspringsca.gov","760-323-8200","https://secure.usmayors.org/mayorphotos/Kors_Geoff!54930.jpg","http://ci.palm-springs.ca.us","48375"
"Rancho Santa Margarita","CA","Brad McGirr","bmcgirr@cityofrsm.org","949-635-1800","https://secure.usmayors.org/mayorphotos/McGirr_Brad!54981.jpg","http://cityofrsm.org","48325"
"Newark","CA","Alan L. Nagy","alan.nagy@newark.org","510-578-4000x110","https://secure.usmayors.org/mayorphotos/Nagy_Alan!810.JPG","http://www.ci.newark.ca.us","48198"
"Lincoln","CA","Dan Karleskint","dan.karleskint@lincolnca.gov","916-434-2490","https://secure.usmayors.org/mayorphotos/Karleskint_Dan!54921.jpg","http://ci.lincoln.ca.us","47978"
